Rank	Site	Category	UniqueVisitors	Reach	PageViews	HasAdvertising	InEnglish	TLD
833	wer-weiss-was.de	Internet & Telecom	7500000	0.4	18000000	Yes		
834	fotolog.com	Photo & Video Sharing	7500000	0.4	130000000	Yes		
835	deezer.com	Music Streams & Downloads	7500000	0.4	310000000	Yes		
836	stackoverflow.com	Programming	7500000	0.4	45000000	Yes		
837	alice.it	News	7400000	0.4	280000000	Yes		
838	overture.com	Advertising & Marketing	7400000	0.4	50000000	Yes		
839	easyjet.com	Travel	7400000	0.4	120000000	Yes		
840	torrentdownloads.net	File Sharing & Hosting	7400000	0.4	41000000	Yes		
841	classmates.com	Alumni & Reunions	7400000	0.4	79000000	Yes		
842	weblio.jp	Dictionaries & Encyclopedias	7400000	0.4	41000000	Yes		
843	337.com	Flash-Based Entertainment	7400000	0.4	37000000	No		
844	wizard101.com	Massive Multiplayer	7400000	0.4	49000000	Yes		
845	sahibinden.com	Classifieds	7400000	0.4	1900000000	Yes		
846	livestrong.com	Nutrition	7400000	0.4	46000000	Yes		
847	retailmenot.com	Coupons & Discount Offers	7400000	0.4	31000000	Yes		
848	logmein.com	Networking	7400000	0.4	340000000	Yes		
849	chefkoch.de	Cooking & Recipes	7400000	0.4	140000000	Yes		
850	usaa.com	Finance	7400000	0.4	380000000	Yes		
851	reverso.net	Translation Tools & Resources	7400000	0.4	110000000	Yes		
852	btjunkie.org	File Sharing & Hosting	7400000	0.4	210000000	Yes		
853	yahoo.com.tw	Web Portals	7400000	0.4	450000000	Yes		
854	my4399.com	Online Games	7400000	0.4	38000000	No		
855	staples.com	Office Supplies	7400000	0.4	97000000	Yes		
856	tvguide.com	TV Shows & Programs	7400000	0.4	73000000	Yes		
857	aibang.com	Web Services	7400000	0.4	38000000	Yes		
858	zhenai.com	Dating & Personals	7400000	0.4	250000000	No		
859	nikkansports.com	Sports News	7400000	0.4	110000000	Yes		
860	nasa.gov	Astronomy	7400000	0.4	81000000	No		
861	minijuegos.com	Casual Games	7400000	0.4	160000000	Yes		
862	2bj.cn		7400000	0.4	37000000	No		
863	nhaccuatui.com	Viet Nam	7400000	0.4	300000000	Yes		
864	xbox.com	Xbox	7400000	0.4	130000000	Yes		
865	thesaurus.com	Dictionaries & Encyclopedias	7400000	0.4	67000000	Yes		
866	recadopop.com	Social Network Apps & Add-Ons	7400000	0.4	110000000	Yes		
867	cbslocal.com	TV Networks & Stations	7400000	0.4	74000000	Yes		
868	gumtree.com	Classifieds	7400000	0.4	370000000	Yes		
869	zoosnet.net	Software	7400000	0.4	45000000	No		
870	xywy.com	Health	7400000	0.4	38000000	Yes		
871	shopzilla.com		7400000	0.4	55000000	Yes		
872	wix.com	TV Shows & Programs	7400000	0.4	81000000	No		
873	fanpop.com	TV Shows & Programs	7400000	0.4	61000000	Yes		
874	newhua.com	Software Utilities	7400000	0.4	28000000	Yes		
875	cnbc.com	Business News	7400000	0.4	230000000	Yes		
876	lloydstsb.co.uk	Banking	7400000	0.4	450000000	No		
877	browserchoice.eu	Internet Clients & Browsers	7400000	0.4	18000000	No		
878	oracle.com	Data Management	7400000	0.4	110000000	Yes		
879	nikkei.com	Business News	7400000	0.4	190000000	Yes		
880	wiley.com	Books & Literature	7400000	0.4	67000000	Yes		
881	groupon.fr	Shopping	7400000	0.4	55000000	No		
882	sonyericsson.com	Mobile Phones	7300000	0.4	74000000	Yes		
883	box10.com	Online Games	7300000	0.4	88000000	Yes		
884	news.de	News	7300000	0.4	23000000	Yes		
885	break.com	Humor	7300000	0.4	110000000	Yes		
886	meinestadt.de	Web Portals	7300000	0.4	130000000	Yes		
887	kbb.com	Motorcycles	7300000	0.4	250000000	Yes		
888	donga.com	Newspapers	7300000	0.4	140000000	Yes		
889	51seer.com	Robotics	6900000	0.4	55000000	Yes		
890	jrj.com.cn	Investing	6900000	0.4	120000000	Yes		
891	hinet.net	Web Portals	6900000	0.4	230000000	Yes		
892	clickon.com.br	Coupons & Discount Offers	6900000	0.4	28000000	Yes		
893	wordpress.org	Blogging Resources & Services	6900000	0.4	74000000	No		
894	interpark.com	Shopping	6900000	0.4	210000000	No		
895	state.gov	Government	6800000	0.4	210000000	No		
896	smarter.com	Price Comparisons	6800000	0.4	29000000	Yes		
897	dantri.com.vn	Native Americans	6800000	0.4	370000000	Yes		
898	canalblog.com		6800000	0.4	73000000	Yes		
899	utro.ru	Newspapers	6800000	0.4	42000000	Yes		
900	tbs.co.jp	TV Networks & Stations	6800000	0.4	89000000	Yes		
901	idealo.de	Price Comparisons	6800000	0.4	61000000	Yes		
902	ciao.de	Product Reviews & Price Comparisons	6800000	0.4	26000000	Yes		
903	htc.com	Mobile Phones	6800000	0.4	80000000	Yes		
904	rtve.es	TV Networks & Stations	6800000	0.4	160000000	Yes		
905	cox.net	ISPs	6800000	0.4	550000000	Yes		
906	vidivodo.com	Online Video	6800000	0.4	54000000	Yes		
907	plixi.com	Photo & Image Sharing	6800000	0.4	67000000	Yes		
908	popularscreensavers.com	Skins Themes & Wallpapers	6800000	0.4	34000000	Yes		
909	junnew.com	Advertising & Marketing	6800000	0.4	13000000	No		
910	hankooki.com	Business & Industrial	6800000	0.4	130000000	Yes		
911	chacha.com	Arts & Entertainment	6800000	0.4	28000000	Yes		
912	correios.com.br	Mail & Package Delivery	6800000	0.4	89000000	Yes		
913	cbs55.com		6800000	0.4	15000000	No		
914	shinobi.jp	Web Stats & Analytics	6800000	0.4	54000000	Yes		
915	hotpepper.jp	Dining Guides	6800000	0.4	120000000	Yes		
916	bedbathandbeyond.com	Bed & Bath	6800000	0.4	150000000	No		
917	cylex.de	Business & Personal Listings	6800000	0.4	19000000	Yes		
918	kongzhong.com	Computer & Video Games	6800000	0.4	31000000	No		
919	ruammid.com	Video Sharing	6800000	0.4	45000000	Yes		
920	xuite.net	Blogging Resources & Services	6800000	0.4	97000000	Yes		
921	wisegeek.com	How-To&sbquo; DIY & Expert Content	6800000	0.4	19000000	Yes		
922	terra.es	Web Portals	6800000	0.4	130000000	Yes		
923	csdn.net	Computers & Electronics	6800000	0.4	55000000	Yes		
924	trialpay.com	Merchant Services & Payment Systems	6800000	0.4	31000000	Yes		
925	skysports.com	Sports News	6800000	0.4	130000000	Yes		
926	yupis.org	Casual Games	6800000	0.4	67000000	Yes		
927	hsbccreditcard.com	Credit Cards	6800000	0.4	120000000	Yes		
928	bandoo.com	Online Goodies	6800000	0.4	12000000	No		
929	newegg.com	Computer Components	6800000	0.4	130000000	Yes		
930	vector.co.jp	Internet Clients & Browsers	6800000	0.4	61000000	Yes		
931	dihitt.com.br	News	6800000	0.4	21000000	Yes		
932	uniblue.com	Software	6800000	0.4	16000000	No		
933	playsushi.com	Casual Games	6800000	0.4	26000000	Yes		
934	meituan.com	Coupons & Discount Offers	6800000	0.4	66000000	Yes		
935	mashable.com	Technology News	6800000	0.4	31000000	Yes		
936	sbs.co.kr	TV Soap Operas	6800000	0.4	120000000	Yes		
937	officialiqquiz.com	Fun Tests & Silly Surveys	6800000	0.4	42000000	No		
938	natwest.com	Banking	6800000	0.4	110000000	Yes		
939	nbc.com	TV Networks & Stations	6800000	0.4	74000000	Yes		
940	didigames.com	Dress-Up & Fashion Games	6800000	0.4	230000000	Yes		
941	news72.com	Web Portals	6800000	0.4	23000000	Yes		
942	zwinky.com	Dress-Up & Fashion Games	6800000	0.4	34000000	Yes		
943	allocine.fr	Movie Listings & Theater Showtimes	6800000	0.4	96000000	Yes		
944	shutterfly.com	Photo & Video Services	6800000	0.4	330000000	Yes		
945	friend.ly		6800000	0.4	46000000	No		
946	990buy.com		6800000	0.4	23000000	No		
947	freebookofra.com		6700000	0.4	19000000	No		
948	aipai.com	Online Games	6700000	0.4	98000000	Yes		
949	freakshare.com	File Sharing & Hosting	6700000	0.4	50000000	No		
950	iwon.com		6700000	0.4	50000000	Yes		
951	daily.co.jp	Newspapers	6700000	0.4	38000000	Yes		
952	letsbonus.com		6700000	0.4	31000000	Yes		
953	justanswer.com	General Reference	6700000	0.4	34000000	Yes		
954	mappy.com	Maps	6700000	0.4	81000000	Yes		
955	tvsquad.com	TV & Video	6700000	0.4	26000000	Yes		
956	lloydstsb.com	Finance	6700000	0.4	67000000	Yes		
957	informer.com	Web Design & Development	6700000	0.4	26000000	Yes		
958	heroturko.org	File Sharing & Hosting	6700000	0.4	38000000	Yes		
959	seznam.cz	Web Portals	6700000	0.4	2300000000	Yes		
960	uefa.com	Soccer	6700000	0.4	72000000	Yes		
961	msn.com.cn	Travel	6700000	0.4	90000000	Yes		
962	edmunds.com	Vehicle Shopping	6700000	0.4	73000000	Yes		
963	terra.com	Latinos & Latin-Americans	6700000	0.4	55000000	Yes		
964	us.com	Search Engines	6700000	0.4	35000000	Yes		
965	lyricsmode.com	Song Lyrics & Tabs	6700000	0.4	21000000	Yes		
966	kooora.com	Sports News	6700000	0.4	410000000	Yes		
967	as.com	Sports News	6700000	0.4	190000000	Yes		
968	kmart.com	Mass Merchants & Department Stores	6700000	0.4	120000000	Yes		
969	mobifiesta.com	Mobile Apps & Add-Ons	6700000	0.4	34000000	Yes		
970	radikal.ru	Photo & Video Software	6700000	0.4	55000000	Yes		
971	gamesgames.com	Flash-Based Entertainment	6700000	0.4	110000000	Yes		
972	blinkogold.com.br	Online Games	6700000	0.4	18000000	No		
973	itv.com	TV Networks & Stations	6700000	0.4	89000000	Yes		
974	suite101.com	Business & Industrial	6700000	0.4	20000000	Yes		
975	cdiscount.com	Consumer Electronics	6700000	0.4	190000000	Yes		
976	battle.net	Online Games	6700000	0.4	230000000	Yes		
977	vente-privee.com	Apparel	6700000	0.4	660000000	No		
978	sing365.com	Song Lyrics & Tabs	6700000	0.4	19000000	Yes		
979	2478.com		6700000	0.4	11000000	No		
980	otomoto.pl	Vehicle Shopping	6700000	0.4	540000000	Yes		
981	avira.com	Antivirus & Malware	6700000	0.4	21000000	No		
982	azlyrics.com	Song Lyrics & Tabs	6700000	0.4	31000000	Yes		
983	47news.jp	News	6700000	0.4	28000000	Yes		
984	quebarato.com.br	Classifieds	6700000	0.4	21000000	Yes		
985	irctc.co.in	Bus & Rail	6700000	0.4	250000000	No		
986	cafemom.com	Pregnancy & Maternity	6600000	0.4	66000000	Yes		
987	mercadolibre.com	Auctions	6600000	0.4	82000000	Yes		
988	yihaodian.com	Freight & Trucking	6600000	0.4	41000000	No		
989	qqtn.com	Email & Messaging	6600000	0.4	66000000	Yes		
990	alisoft.com	E-Commerce Services	6600000	0.4	42000000	Yes		
991	popcap.com	Casual Games	6600000	0.4	42000000	Yes		
992	aeriagames.com	Online Games	6600000	0.4	46000000	Yes		
993	ntv.co.jp	TV Networks & Stations	6600000	0.4	45000000	Yes		
994	baofeng.com	Media Players	6200000	0.3	26000000	No		
995	mozilla-europe.org	Internet Clients & Browsers	6200000	0.3	14000000	Yes		
996	bancobrasil.com.br	Banking	6200000	0.3	460000000	No		
997	prixmoinscher.com	Price Comparisons	6200000	0.3	67000000	No		
998	disneylatino.com		6200000	0.3	230000000	Yes		
999	imagevenue.com	Photo & Image Sharing	6200000	0.3	67000000	Yes		
1000	warnerbros.com	Film & TV Industry	6200000	0.3	50000000	Yes		
