"term","frequency","density","occurrence"
"kleins",2,3.00562051035436e-05,0.002
"knowledge",17,0.000255477743380121,0.008
"koh",2,3.00562051035436e-05,0.002
"koja",4,6.01124102070873e-05,0.004
"koji",10,0.000150281025517718,0.004
"kojo",3,4.50843076553154e-05,0.002
"kola",2,3.00562051035436e-05,0.002
"kone",3,4.50843076553154e-05,0.002
"kong",2,3.00562051035436e-05,0.002
"kongolo",7,0.000105196717862403,0.006
"korea",4,6.01124102070873e-05,0.002
"kuei",3,4.50843076553154e-05,0.002
"kuma",4,6.01124102070873e-05,0.004
"kysrkysrkysrkysrkysrkysrkysrkysrkysrkysrkysrkysrkysrkysrkysr",4,6.01124102070873e-05,0.004
"labelium",6,9.01686153106309e-05,0.004
"lack",5,7.51405127588591e-05,0.004
"lactuca",2,3.00562051035436e-05,0.002
"lady",4,6.01124102070873e-05,0.004
"lagos",2,3.00562051035436e-05,0.002
"lake",4,6.01124102070873e-05,0.002
"lambert",2,3.00562051035436e-05,0.002
"lancement",6,9.01686153106309e-05,0.004
"land",18,0.000270505845931893,0.004
"landowner",4,6.01124102070873e-05,0.002
"lands",6,9.01686153106309e-05,0.002
"lang",2,3.00562051035436e-05,0.002
"langba",2,3.00562051035436e-05,0.002
"langbbr",4,6.01124102070873e-05,0.002
"langbr",4,6.01124102070873e-05,0.002
"langbwe",2,3.00562051035436e-05,0.002
"langdengb",2,3.00562051035436e-05,0.002
"langdenusfont",5,7.51405127588591e-05,0.002
"langenus",12,0.000180337230621262,0.004
"languagedjavascript",2,3.00562051035436e-05,0.002
"langzhtw",6,9.01686153106309e-05,0.002
"lanka",2,3.00562051035436e-05,0.002
"lannuaire",8,0.000120224820414175,0.004
"laptop",9,0.000135252922965946,0.002
"largest",10,0.000150281025517718,0.01
"las",2,3.00562051035436e-05,0.002
"lasts",2,3.00562051035436e-05,0.002
"late",34,0.000510955486760242,0.018
"laube",8,0.000120224820414175,0.004
"laughs",4,6.01124102070873e-05,0.004
"launch",3,4.50843076553154e-05,0.002
"launching",2,3.00562051035436e-05,0.002
"laurent",17,0.000255477743380121,0.01
"law",17,0.000255477743380121,0.004
"lawful",10,0.000150281025517718,0.006
"laws",7,0.000105196717862403,0.006
"lawyer",3,4.50843076553154e-05,0.002
"lbs",14,0.000210393435724805,0.008
"leader",4,6.01124102070873e-05,0.004
"leaders",5,7.51405127588591e-05,0.002
"leadership",4,6.01124102070873e-05,0.004
"leading",2,3.00562051035436e-05,0.002
"leads",6,9.01686153106309e-05,0.004
"lean",5,7.51405127588591e-05,0.004
"learn",52,0.000781461332692134,0.02
"learning",14,0.000210393435724805,0.01
"lease",3,4.50843076553154e-05,0.002
"leased",2,3.00562051035436e-05,0.002
"leastu",6,9.01686153106309e-05,0.006
"leave",2,3.00562051035436e-05,0.002
"lee",2,3.00562051035436e-05,0.002
"left",8,0.000120224820414175,0.008
"legacy",2,3.00562051035436e-05,0.002
"legal",47,0.000706320819933275,0.028
"legally",10,0.000150281025517718,0.01
"legitimate",6,9.01686153106309e-05,0.006
"leicester",6,9.01686153106309e-05,0.004
"lend",2,3.00562051035436e-05,0.002
"lender",2,3.00562051035436e-05,0.002
"lenders",8,0.000120224820414175,0.006
"lensemble",4,6.01124102070873e-05,0.004
"leone",5,7.51405127588591e-05,0.004
"leonewest",2,3.00562051035436e-05,0.002
"leonorus",2,3.00562051035436e-05,0.002
"léquipe",4,6.01124102070873e-05,0.004
"lerleramilerctrorg",2,3.00562051035436e-05,0.002
"lerlerctrorg",2,3.00562051035436e-05,0.002
"les",56,0.000841573742899221,0.004
"lessaris",2,3.00562051035436e-05,0.002
"lesson",12,0.000180337230621262,0.004
"lessons",10,0.000150281025517718,0.01
"letter",54,0.000811517537795678,0.028
"letters",13,0.000195365333173034,0.002
"leur",10,0.000150281025517718,0.004
"leurs",4,6.01124102070873e-05,0.004
"level",16,0.000240449640828349,0.008
"lfo",10,0.000150281025517718,0.002
"liabilities",2,3.00562051035436e-05,0.002
"lib",3,4.50843076553154e-05,0.002
"libelous",2,3.00562051035436e-05,0.002
"libfont",5,7.51405127588591e-05,0.002
"library",2,3.00562051035436e-05,0.002
"license",2,3.00562051035436e-05,0.002
"licensed",2,3.00562051035436e-05,0.002
"lien",2,3.00562051035436e-05,0.002
"life",154,0.00231432779297286,0.066
"lifetime",54,0.000811517537795678,0.02
"lifont",46,0.000691292717381503,0.022
"lift",8,0.000120224820414175,0.008
"light",3,4.50843076553154e-05,0.002
"lighting",9,0.000135252922965946,0.002
"ligusticum",2,3.00562051035436e-05,0.002
"lihome",2,3.00562051035436e-05,0.002
"liincreased",6,9.01686153106309e-05,0.004
"likewise",3,4.50843076553154e-05,0.002
"limitations",4,6.01124102070873e-05,0.004
"limited",18,0.000270505845931893,0.016
"line",23,0.000345646358690752,0.02
"lines",2,3.00562051035436e-05,0.002
"linformation",6,9.01686153106309e-05,0.004
"link",58,0.000871629948002765,0.05
"links",4,6.01124102070873e-05,0.004
"linnovation",4,6.01124102070873e-05,0.004
"lino",6,9.01686153106309e-05,0.006
"liover",2,3.00562051035436e-05,0.002
"liquid",3,4.50843076553154e-05,0.002
"lispan",3,4.50843076553154e-05,0.002
"list",288,0.00432809353491028,0.202
"listed",10,0.000150281025517718,0.01
"listing",4,6.01124102070873e-05,0.004
"lists",2,3.00562051035436e-05,0.002
"little",42,0.000631180307174416,0.026
"live",46,0.000691292717381503,0.03
"lives",2,3.00562051035436e-05,0.002
"living",20,0.000300562051035436,0.014
"liz",4,6.01124102070873e-05,0.002
"llc",2,3.00562051035436e-05,0.002
"llhjryahoocom",2,3.00562051035436e-05,0.002
"loan",34,0.000510955486760242,0.026
"loans",22,0.00033061825613898,0.02
"loansbr",2,3.00562051035436e-05,0.002
"lobadreo",2,3.00562051035436e-05,0.002
"local",8,0.000120224820414175,0.008
"locally",2,3.00562051035436e-05,0.002
"locate",6,9.01686153106309e-05,0.002
"located",10,0.000150281025517718,0.004
"locating",6,9.01686153106309e-05,0.006
"locator",2,3.00562051035436e-05,0.002
"lodge",2,3.00562051035436e-05,0.002
"lodged",6,9.01686153106309e-05,0.006
"logo",4,6.01124102070873e-05,0.004
"longan",2,3.00562051035436e-05,0.002
"longterm",4,6.01124102070873e-05,0.002
"look",17,0.000255477743380121,0.014
"looking",76,0.00114213579393466,0.04
"loose",4,6.01124102070873e-05,0.004
"lose",24,0.000360674461242524,0.016
"losing",3,4.50843076553154e-05,0.002
"loss",4,6.01124102070873e-05,0.004
"lost",4,6.01124102070873e-05,0.004
"lot",18,0.000270505845931893,0.018
"lotto",4,6.01124102070873e-05,0.002
"lotus",6,9.01686153106309e-05,0.006
"louis",4,6.01124102070873e-05,0.002
"love",16,0.000240449640828349,0.012
"low",27,0.000405758768897839,0.024
"lower",2,3.00562051035436e-05,0.002
"lowest",14,0.000210393435724805,0.014
"loyal",6,9.01686153106309e-05,0.002
"loyalty",2,3.00562051035436e-05,0.002
"ltc",11,0.00016530912806949,0.006
"ltd",2,3.00562051035436e-05,0.002
"lucio",4,6.01124102070873e-05,0.002
"luck",5,7.51405127588591e-05,0.004
"lunch",9,0.000135252922965946,0.006
"machine",4,6.01124102070873e-05,0.004
"magazine",4,6.01124102070873e-05,0.004
"mahaung",2,3.00562051035436e-05,0.002
"mail",82,0.00123230440924529,0.056
"mailed",10,0.000150281025517718,0.01
"mailer",4,6.01124102070873e-05,0.004
"mailernbsp",4,6.01124102070873e-05,0.004
"mailing",92,0.00138258543476301,0.078
"mailings",74,0.00111207958883111,0.074
"mails",2,3.00562051035436e-05,0.002
"mailtopensionsfsfginccom",2,3.00562051035436e-05,0.002
"mailtoworkinathomebtamailnetcnsubjectmoremossinfoplease",4,6.01124102070873e-05,0.004
"main",2,3.00562051035436e-05,0.002
"maintain",2,3.00562051035436e-05,0.002
"maîtrise",4,6.01124102070873e-05,0.004
"majesty",24,0.000360674461242524,0.002
"major",14,0.000210393435724805,0.012
"majority",3,4.50843076553154e-05,0.002
"makers",2,3.00562051035436e-05,0.002
"makes",4,6.01124102070873e-05,0.004
"mal",2,3.00562051035436e-05,0.002
"malady",2,3.00562051035436e-05,0.002
"male",20,0.000300562051035436,0.014
"males",6,9.01686153106309e-05,0.004
"maliba",4,6.01124102070873e-05,0.004
"mampo",2,3.00562051035436e-05,0.002
"management",8,0.000120224820414175,0.004
"manager",6,9.01686153106309e-05,0.006
"managing",8,0.000120224820414175,0.008
"mandate",2,3.00562051035436e-05,0.002
"mandated",2,3.00562051035436e-05,0.002
"mandates",4,6.01124102070873e-05,0.002
"mandatory",2,3.00562051035436e-05,0.002
"manoir",4,6.01124102070873e-05,0.004
"manual",15,0.000225421538276577,0.01
"manuals",4,6.01124102070873e-05,0.004
"manuel",2,3.00562051035436e-05,0.002
"map",10,0.000150281025517718,0.002
"march",19,0.000285533948483664,0.008
"marginbottom",165,0.00247963692104235,0.008
"marginbottomin",4,6.01124102070873e-05,0.002
"marginbottompt",11,0.00016530912806949,0.004
"marginin",8,0.000120224820414175,0.002
"marginleftcm",2,3.00562051035436e-05,0.002
"marginleftin",2,3.00562051035436e-05,0.002
"marginright",25,0.000375702563794295,0.01
"marginrightcm",2,3.00562051035436e-05,0.002
"marginrightin",2,3.00562051035436e-05,0.002
"margintop",2,3.00562051035436e-05,0.002
"margintopcm",2,3.00562051035436e-05,0.002
"margintopin",2,3.00562051035436e-05,0.002
"marianas",2,3.00562051035436e-05,0.002
"marino",2,3.00562051035436e-05,0.002
"mark",6,9.01686153106309e-05,0.006
"market",77,0.00115716389648643,0.032
"marketed",2,3.00562051035436e-05,0.002
"marketing",107,0.00160800697303958,0.058
"marks",4,6.01124102070873e-05,0.004
"marriott",28,0.000420786871449611,0.002
"marshall",60,0.000901686153106309,0.002
"marshallese",30,0.000450843076553154,0.002
"marshalls",13,0.000195365333173034,0.002
"martin",3,4.50843076553154e-05,0.002
"mass",9,0.000135252922965946,0.008
"master",18,0.000270505845931893,0.006
"mastercard",8,0.000120224820414175,0.008
"matching",2,3.00562051035436e-05,0.002
"matriarchal",4,6.01124102070873e-05,0.002
"matter",23,0.000345646358690752,0.014
"maturity",2,3.00562051035436e-05,0.002
"maximizer",5,7.51405127588591e-05,0.002
"maximum",4,6.01124102070873e-05,0.004
"maxlengthtdtr",4,6.01124102070873e-05,0.002
"maybe",2,3.00562051035436e-05,0.002
"mba",2,3.00562051035436e-05,0.002
"mcgavock",2,3.00562051035436e-05,0.002
"mean",2,3.00562051035436e-05,0.002
"means",12,0.000180337230621262,0.012
"meant",4,6.01124102070873e-05,0.004
"mechanism",2,3.00562051035436e-05,0.002
"media",12,0.000180337230621262,0.006
"medical",10,0.000150281025517718,0.01
"medicare",2,3.00562051035436e-05,0.002
"medium",3,4.50843076553154e-05,0.002
"medju",4,6.01124102070873e-05,0.004
"meet",4,6.01124102070873e-05,0.004
"meeting",4,6.01124102070873e-05,0.004
"melchizedek",10,0.000150281025517718,0.002
"membership",77,0.00115716389648643,0.02
"mentality",6,9.01686153106309e-05,0.002
"mentioned",2,3.00562051035436e-05,0.002
"merit",4,6.01124102070873e-05,0.004
"message",156,0.0023443839980764,0.112
"messages",4,6.01124102070873e-05,0.004
"met",6,9.01686153106309e-05,0.006
"meta",166,0.00249466502359412,0.11
"method",39,0.000586095999519101,0.018
"methodd",10,0.000150281025517718,0.002
"methodpost",2,3.00562051035436e-05,0.002
"métier",4,6.01124102070873e-05,0.004
"mexico",3,4.50843076553154e-05,0.002
"meyer",4,6.01124102070873e-05,0.002
"mhz",9,0.000135252922965946,0.002
"michael",3,4.50843076553154e-05,0.002
"micronase",4,6.01124102070873e-05,0.004
"micronesia",4,6.01124102070873e-05,0.002
"middle",6,9.01686153106309e-05,0.006
"midmarket",4,6.01124102070873e-05,0.002
"midpacific",2,3.00562051035436e-05,0.002
"miles",6,9.01686153106309e-05,0.002
"milesourcecom",2,3.00562051035436e-05,0.002
"military",20,0.000300562051035436,0.008
"million",125,0.00187851281897148,0.064
"millionaire",10,0.000150281025517718,0.008
"millionairebr",3,4.50843076553154e-05,0.002
"millionaires",3,4.50843076553154e-05,0.002
"millions",12,0.000180337230621262,0.01
"mills",2,3.00562051035436e-05,0.002
"millstoned",2,3.00562051035436e-05,0.002
"milosevic",6,9.01686153106309e-05,0.004
"milosevica",12,0.000180337230621262,0.004
"min",4,6.01124102070873e-05,0.004
"mind",18,0.000270505845931893,0.014
"mines",3,4.50843076553154e-05,0.002
"minimal",4,6.01124102070873e-05,0.004
"minimum",8,0.000120224820414175,0.002
"mining",3,4.50843076553154e-05,0.002
"minister",11,0.00016530912806949,0.006
"ministers",2,3.00562051035436e-05,0.002
"ministry",20,0.000300562051035436,0.01
"minneapolis",3,4.50843076553154e-05,0.002
"minute",3,4.50843076553154e-05,0.002
"minutes",18,0.000270505845931893,0.016
"miracle",2,3.00562051035436e-05,0.002
"mis",4,6.01124102070873e-05,0.004
"misleading",4,6.01124102070873e-05,0.002
"miss",6,9.01686153106309e-05,0.006
"missed",2,3.00562051035436e-05,0.002
"missile",2,3.00562051035436e-05,0.002
"missiles",2,3.00562051035436e-05,0.002
"missing",2,3.00562051035436e-05,0.002
"mission",8,0.000120224820414175,0.004
"missionaries",3,4.50843076553154e-05,0.002
"missions",2,3.00562051035436e-05,0.002
"mistakes",12,0.000180337230621262,0.012
"misunderstood",2,3.00562051035436e-05,0.002
"mit",3,4.50843076553154e-05,0.002
"mitchell",10,0.000150281025517718,0.01
"mladi",4,6.01124102070873e-05,0.004
"mladih",20,0.000300562051035436,0.004
"mlm",9,0.000135252922965946,0.002
"mobile",7,0.000105196717862403,0.004
"modalities",4,6.01124102070873e-05,0.004
"model",2,3.00562051035436e-05,0.002
"modem",9,0.000135252922965946,0.002
"modular",2,3.00562051035436e-05,0.002
"mofontbr",2,3.00562051035436e-05,0.002
"mois",6,9.01686153106309e-05,0.004
"molecular",3,4.50843076553154e-05,0.002
"mom",6,9.01686153106309e-05,0.004
"moment",9,0.000135252922965946,0.006
"monarch",20,0.000300562051035436,0.002
"monarchy",8,0.000120224820414175,0.002
"money",431,0.00647711219981365,0.126
"money ",2,3.00562051035436e-05,0.002
"moneycredit",8,0.000120224820414175,0.008
"moneyfontfontblockquote",9,0.000135252922965946,0.006
"monies",4,6.01124102070873e-05,0.002
"mono",24,0.000360674461242524,0.004
"monobr",2,3.00562051035436e-05,0.002
"montevideo",2,3.00562051035436e-05,0.002
"month",59,0.000886658050554537,0.044
"monthfontdiv",2,3.00562051035436e-05,0.002
"monthly",6,9.01686153106309e-05,0.006
"months",59,0.000886658050554537,0.026
"mood",3,4.50843076553154e-05,0.002
"moore",22,0.00033061825613898,0.002
"moores",2,3.00562051035436e-05,0.002
"morality",2,3.00562051035436e-05,0.002
"morefontfontblockquote",21,0.000315590153587208,0.006
"moreover",2,3.00562051035436e-05,0.002
"mortgage",31,0.000465871179104926,0.022
"mortgagefonttd",2,3.00562051035436e-05,0.002
"mot",4,6.01124102070873e-05,0.004
"mother",7,0.000105196717862403,0.006
"mothers",2,3.00562051035436e-05,0.002
"motivated",12,0.000180337230621262,0.012
"mouse",2,3.00562051035436e-05,0.002
"move",36,0.000541011691863785,0.02
"moved",20,0.000300562051035436,0.02
"movies",4,6.01124102070873e-05,0.004
"moving",4,6.01124102070873e-05,0.004
"mpeti",4,6.01124102070873e-05,0.004
"mrike",2,3.00562051035436e-05,0.002
"mrjohnson",2,3.00562051035436e-05,0.002
"mrmichael",2,3.00562051035436e-05,0.002
"mrshelina",2,3.00562051035436e-05,0.002
"mrvincent",3,4.50843076553154e-05,0.002
"msimagelist",16,0.000240449640828349,0.002
"msimagelistimg",7,0.000105196717862403,0.002
"mso",6,9.01686153106309e-05,0.004
"msoansilanguage",4,6.01124102070873e-05,0.002
"msoasciifontfamily",5,7.51405127588591e-05,0.002
"msobidifontsizept",8,0.000120224820414175,0.002
"msobidifontsizeptfontfamilysymbolmsobidifontfamilytahomaspan",10,0.000150281025517718,0.002
"msobidilanguage",4,6.01124102070873e-05,0.002
"msofareastfontfamily",8,0.000120224820414175,0.004
"msofareastfontfamilytimes",3,4.50843076553154e-05,0.002
"msofareastlanguage",13,0.000195365333173034,0.004
"msofontcharset",2,3.00562051035436e-05,0.002
"msofontpitchvariable",2,3.00562051035436e-05,0.002
"msofontsignature",2,3.00562051035436e-05,0.002
"msohansifontfamily",5,7.51405127588591e-05,0.002
"msooutlinelevel",7,0.000105196717862403,0.002
"msopaginationwidoworphan",9,0.000135252922965946,0.002
"msostylenextnormal",7,0.000105196717862403,0.002
"mugabe",3,4.50843076553154e-05,0.002
"mulete",6,9.01686153106309e-05,0.004
"multilevel",4,6.01124102070873e-05,0.004
"multilife",2,3.00562051035436e-05,0.002
"multimedia",6,9.01686153106309e-05,0.006
"multipart",8,0.000120224820414175,0.004
"multiple",7,0.000105196717862403,0.006
"munited",2,3.00562051035436e-05,0.002
"murdered",4,6.01124102070873e-05,0.004
"murjel",20,0.000300562051035436,0.002
"mursel",2,3.00562051035436e-05,0.002
"muscle",8,0.000120224820414175,0.006
"music",6,9.01686153106309e-05,0.006
"mustattend",2,3.00562051035436e-05,0.002
"mutually",2,3.00562051035436e-05,0.002
"mwc",2,3.00562051035436e-05,0.002
"najveci",4,6.01124102070873e-05,0.004
"name",218,0.00327612635628626,0.076
"nameaddr",3,4.50843076553154e-05,0.002
"nameautoresponder",2,3.00562051035436e-05,0.002
"namebody",12,0.000180337230621262,0.002
"named",6,9.01686153106309e-05,0.002
"namedcategory",10,0.000150281025517718,0.004
"namedcheckbox",4,6.01124102070873e-05,0.002
"namedcptdtr",4,6.01124102070873e-05,0.004
"namedemail",10,0.000150281025517718,0.002
"namedm",10,0.000150281025517718,0.002
"namedmap",5,7.51405127588591e-05,0.002
"namedpage",10,0.000150281025517718,0.002
"namedtypeof",10,0.000150281025517718,0.002
"nameemail",2,3.00562051035436e-05,0.002
"namegroup",2,3.00562051035436e-05,0.002
"namelist",13,0.000195365333173034,0.002
"namely",2,3.00562051035436e-05,0.002
"namephone",2,3.00562051035436e-05,0.002
"names",71,0.0010669952811758,0.036
"namesex",2,3.00562051035436e-05,0.002
"namesmalladrc",2,3.00562051035436e-05,0.002
"nametobacco",2,3.00562051035436e-05,0.002
"nameunsubscriberedirect",2,3.00562051035436e-05,0.002
"narcotics",3,4.50843076553154e-05,0.002
"nation",27,0.000405758768897839,0.002
"national",20,0.000300562051035436,0.018
"nationale",4,6.01124102070873e-05,0.004
"nationally",2,3.00562051035436e-05,0.002
"nations",14,0.000210393435724805,0.002
"nationwide",4,6.01124102070873e-05,0.004
"native",11,0.00016530912806949,0.002
"natives",4,6.01124102070873e-05,0.002
"natural",19,0.000285533948483664,0.014
"nature",5,7.51405127588591e-05,0.004
"natures",2,3.00562051035436e-05,0.002
"navy",49,0.000736377025036819,0.006
"nbc",2,3.00562051035436e-05,0.002
"nbsp",102,0.00153286646028072,0.03
"nbspa",4,6.01124102070873e-05,0.002
"nbspbfont",8,0.000120224820414175,0.004
"nbspimproved",2,3.00562051035436e-05,0.002
"nbspnbspevery",2,3.00562051035436e-05,0.002
"nbspnbspnbspnbsp",6,9.01686153106309e-05,0.006
"nbspnbsptdtdinput",6,9.01686153106309e-05,0.002
"nbspnonsmoker",8,0.000120224820414175,0.004
"nbspp",2,3.00562051035436e-05,0.002
"nbsppolicy",6,9.01686153106309e-05,0.004
"nbspquot",6,9.01686153106309e-05,0.004
"nbspyearold",8,0.000120224820414175,0.004
"nddc",6,9.01686153106309e-05,0.004
"near",4,6.01124102070873e-05,0.004
"nearest",2,3.00562051035436e-05,0.002
"negative",7,0.000105196717862403,0.002
"negativity",2,3.00562051035436e-05,0.002
"negotiate",4,6.01124102070873e-05,0.002
"negotiating",4,6.01124102070873e-05,0.002
"neighborhood",2,3.00562051035436e-05,0.002
"nepa",2,3.00562051035436e-05,0.002
"net",43,0.000646208409726188,0.026
"netagis",8,0.000120224820414175,0.004
"netbrorder",4,6.01124102070873e-05,0.002
"netherlands",5,7.51405127588591e-05,0.002
"netscape",4,6.01124102070873e-05,0.004
"nettemps",3,4.50843076553154e-05,0.002
"network",2,3.00562051035436e-05,0.002
"networking",2,3.00562051035436e-05,0.002
"networks",5,7.51405127588591e-05,0.002
"nevada",2,3.00562051035436e-05,0.002
"newark",4,6.01124102070873e-05,0.002
"news",53,0.000796489435243906,0.02
"newsgroups",2,3.00562051035436e-05,0.002
"newsletter",8,0.000120224820414175,0.006
"nextpart",9,0.000135252922965946,0.006
"nextpartaaaccdda",3,4.50843076553154e-05,0.002
"nextpartabcddffead",3,4.50843076553154e-05,0.002
"nextpartabcefbc",3,4.50843076553154e-05,0.002
"nextpartaccdbe",3,4.50843076553154e-05,0.002
"nextpartadadae",2,3.00562051035436e-05,0.002
"nextpartbaedbb",2,3.00562051035436e-05,0.002
"nextpartbcbdccc",3,4.50843076553154e-05,0.002
"nextpartbcdcbc",3,4.50843076553154e-05,0.002
"nextpartbcfabc",3,4.50843076553154e-05,0.002
"nextpartbfcaaacb",3,4.50843076553154e-05,0.002
"nextpartcabafefc",3,4.50843076553154e-05,0.002
"nextpartcacabffada",3,4.50843076553154e-05,0.002
"nextpartcaramailid",8,0.000120224820414175,0.008
"nextpartcbabe",3,4.50843076553154e-05,0.002
"nextpartcbbeff",3,4.50843076553154e-05,0.002
"nextpartcbdaccf",2,3.00562051035436e-05,0.002
"nextpartcccedaeea",3,4.50843076553154e-05,0.002
"nextpartccfafe",3,4.50843076553154e-05,0.002
"nextpartccfccdcfe",3,4.50843076553154e-05,0.002
"nextpartcdccbfa",3,4.50843076553154e-05,0.002
"nextpartcdcdeddef",3,4.50843076553154e-05,0.002
"nextpartcddda",3,4.50843076553154e-05,0.002
"nextpartcdffc",3,4.50843076553154e-05,0.002
"nextpartcecbcd",3,4.50843076553154e-05,0.002
"nextpartcecdc",3,4.50843076553154e-05,0.002
"nextpartcfccb",3,4.50843076553154e-05,0.002
"nextpartcfcfaa",3,4.50843076553154e-05,0.002
"nextpartcffee",3,4.50843076553154e-05,0.002
"nextpartdbdaab",2,3.00562051035436e-05,0.002
"nextpartdceab",3,4.50843076553154e-05,0.002
"nextpartdceabde",3,4.50843076553154e-05,0.002
"nextpartdceafcd",3,4.50843076553154e-05,0.002
"nextpartdcfdd",3,4.50843076553154e-05,0.002
"nextpartddsoggxsdlayti",2,3.00562051035436e-05,0.002
"nextpartddsoggxsdlaytiaa",2,3.00562051035436e-05,0.002
"nextparteccebd",3,4.50843076553154e-05,0.002
"nextpartecfafc",3,4.50843076553154e-05,0.002
"nextparteziysjcglfoiwlkmkbwobm",2,3.00562051035436e-05,0.002
"nextparteziysjcglfoiwlkmkbwobmaa",2,3.00562051035436e-05,0.002
"nextpartfcafca",3,4.50843076553154e-05,0.002
"nextpartfcbbeed",3,4.50843076553154e-05,0.002
"nextpartfcbedee",3,4.50843076553154e-05,0.002
"nextpartfccedef",3,4.50843076553154e-05,0.002
"nextpartfcfacc",3,4.50843076553154e-05,0.002
"nextparthzmysbwvsemnjinkgy",4,6.01124102070873e-05,0.002
"nextparthzmysbwvsemnjinkgyaa",2,3.00562051035436e-05,0.002
"nextpartkynqjnfrvzmqygilyuyhyq",2,3.00562051035436e-05,0.002
"nextpartkynqjnfrvzmqygilyuyhyqaa",2,3.00562051035436e-05,0.002
"nextpartlbwzzjscgeidvb",2,3.00562051035436e-05,0.002
"nextpartlbwzzjscgeidvbaa",2,3.00562051035436e-05,0.002
"nextpartoomlwvmesg",2,3.00562051035436e-05,0.002
"nextpartqxvroefefx",2,3.00562051035436e-05,0.002
"nextpartrfkindysadvnqwnerasdf",6,9.01686153106309e-05,0.004
"nextpartvxklypzzzdwwhofzerz",2,3.00562051035436e-05,0.002
"nextpartvxklypzzzdwwhofzerzaa",2,3.00562051035436e-05,0.002
"nicotine",2,3.00562051035436e-05,0.002
"nigeria",31,0.000465871179104926,0.024
"nigerian",6,9.01686153106309e-05,0.004
"nigga",2,3.00562051035436e-05,0.002
"nights",2,3.00562051035436e-05,0.002
"niveau",4,6.01124102070873e-05,0.004
"njih",4,6.01124102070873e-05,0.004
"nnaji",3,4.50843076553154e-05,0.002
"nnpc",2,3.00562051035436e-05,0.002
"noble",2,3.00562051035436e-05,0.002
"nombreux",4,6.01124102070873e-05,0.004
"noncannabis",3,4.50843076553154e-05,0.002
"none",15,0.000225421538276577,0.01
"nonguaranteed",2,3.00562051035436e-05,0.002
"noninvasive",2,3.00562051035436e-05,0.002
"nonirradiated",2,3.00562051035436e-05,0.002
"nonmed",2,3.00562051035436e-05,0.002
"nonmedical",2,3.00562051035436e-05,0.002
"nonsmoker",12,0.000180337230621262,0.008
"nonsmokers",2,3.00562051035436e-05,0.002
"normal",9,0.000135252922965946,0.006
"north",18,0.000270505845931893,0.008
"northern",20,0.000300562051035436,0.002
"northernmost",2,3.00562051035436e-05,0.002
"northwest",2,3.00562051035436e-05,0.002
"norton",15,0.000225421538276577,0.012
"nos",2,3.00562051035436e-05,0.002
"nosend",3,4.50843076553154e-05,0.002
"nosendtd",6,9.01686153106309e-05,0.004
"noshade",4,6.01124102070873e-05,0.004
"nospanfontptd",4,6.01124102070873e-05,0.004
"note",31,0.000465871179104926,0.018
"notes",3,4.50843076553154e-05,0.002
"notice",24,0.000360674461242524,0.018
"noticed",8,0.000120224820414175,0.006
"notices",4,6.01124102070873e-05,0.002
"notify",2,3.00562051035436e-05,0.002
"nous",10,0.000150281025517718,0.004
"nouvelles",14,0.000210393435724805,0.004
"nov",9,0.000135252922965946,0.002
"november",3,4.50843076553154e-05,0.002
"nowa",2,3.00562051035436e-05,0.002
"nowrap",4,6.01124102070873e-05,0.002
"nsmailboundary",2,3.00562051035436e-05,0.002
"nuclear",2,3.00562051035436e-05,0.002
"nullified",2,3.00562051035436e-05,0.002
"numerous",2,3.00562051035436e-05,0.002
"nursery",2,3.00562051035436e-05,0.002
"óåâ",3,4.50843076553154e-05,0.002
"ºäæ¼",3,4.50843076553154e-05,0.002
"oaks",2,3.00562051035436e-05,0.002
"ºâspanfonta",3,4.50843076553154e-05,0.002
"obasanjo",2,3.00562051035436e-05,0.002
"objectives",4,6.01124102070873e-05,0.004
"obligated",3,4.50843076553154e-05,0.002
"obligation",14,0.000210393435724805,0.014
"obligations",2,3.00562051035436e-05,0.002
"obracanja",4,6.01124102070873e-05,0.004
"obtain",2,3.00562051035436e-05,0.002
"obtaining",12,0.000180337230621262,0.006
"occupation",10,0.000150281025517718,0.002
"ocean",7,0.000105196717862403,0.002
"oct",13,0.000195365333173034,0.002
"october",9,0.000135252922965946,0.006
"octobre",4,6.01124102070873e-05,0.004
"odocumentproperties",2,3.00562051035436e-05,0.002
"ofc",2,3.00562051035436e-05,0.002
"ofcs",2,3.00562051035436e-05,0.002
"offb",2,3.00562051035436e-05,0.002
"offer",105,0.00157795076793604,0.064
"offerclub",2,3.00562051035436e-05,0.002
"offered",8,0.000120224820414175,0.004
"offering",5,7.51405127588591e-05,0.004
"offers",64,0.000961798563313396,0.046
"office",33,0.00049592738420847,0.026
"officer",4,6.01124102070873e-05,0.002
"officers",4,6.01124102070873e-05,0.002
"official",12,0.000180337230621262,0.004
"officially",2,3.00562051035436e-05,0.002
"officials",11,0.00016530912806949,0.006
"officinalis",2,3.00562051035436e-05,0.002
"offre",8,0.000120224820414175,0.004
"offset",2,3.00562051035436e-05,0.002
"offshore",6,9.01686153106309e-05,0.006
"oil",12,0.000180337230621262,0.012
"okele",6,9.01686153106309e-05,0.004
"oko",2,3.00562051035436e-05,0.002
"olusegun",2,3.00562051035436e-05,0.002
"oma",2,3.00562051035436e-05,0.002
"omaha",8,0.000120224820414175,0.008
"onefontfontblockquote",6,9.01686153106309e-05,0.006
