IP_Family,BOOK title,BOOK ISBN,Rank,Long Desc.
9780596805890.IP,Cooking for Geeks,9780596805883,78,"<p>Are you the innovative type, the cook who marches to a different drummer -- used to expressing your creativity instead of just following recipes? Are you interested in the science behind what happens to food while it's cooking? Do you want to learn what makes a recipe work so you can improvise and create your own unique dish?</p>
<p>More than just a cookbook, <i>Cooking for Geeks</i> applies your curiosity to discovery, inspiration, and invention in the kitchen. Why is medium-rare steak so popular? Why do we bake some things at 350&deg; F/175&deg; C and others at 375&deg; F/190&deg; C? And how quickly does a pizza cook if we overclock an oven to 1,000&deg; F/540&deg; C? Author and cooking geek Jeff Potter provides the answers and offers a unique take on recipes -- from the sweet (a ""mean"" chocolate chip cookie) to the savory (duck confit sugo).</p>
<p>This book is an excellent and intriguing resource for anyone who wants to experiment with cooking, even if you don't consider yourself a geek.</p>
<ul>
<li>Initialize your kitchen and calibrate your tools</li>
<li>Learn about the important reactions in cooking, such as protein denaturation, Maillard reactions, and caramelization, and how they impact the foods we cook</li>
<li>Play with your food using hydrocolloids and sous vide cooking</li>
<li>Gain firsthand insights from interviews with researchers, food scientists, knife experts, chefs, writers, and more, including author Harold McGee, TV personality Adam Savage, chemist Herv&eacute This, and xkcd</li>
</ul>
<p>""My own session with the book made me feel a lot more confident in my cooking.""
<br />
--Monica Racic,<i>The New Yorker</i>
<p>""I LOVE this book. It's inspiring, invigorating, and damned fun to spend time inside the mind of 'big picture' cooking. I'm Hungry!""
<br />
--Adam Savage, co-host of Discovery Channel's MythBusters
<p>""In his enchanting, funny, and informative book, <i>Cooking for Geeks</i> (O'Reilly), Jeff Potter tells us why things work in the kitchen and why they don't.""
<br />
-- Barbara Hanson, NewYork <i>Daily News</i>"
9781565924499.IP,Using Samba,9781565924499,79,"This book, which has been officially adopted by the Samba team under an open content license, is a comprehensive guide to Samba administration, including such recent additions as integration with Windows NT domains and the SWAT graphic configuration tool.
Samba is a cross-platform triumph: it turns a Unix or Linux system into a file and print server for Microsoft Windows network clients. Now you can let users store their files (and even important executables) in a single place for easy sharing and backup, protected by Unix or NT security mechanisms, and still offer such transparent access that PC users don't even realize they're going to another system.  The magic behind Samba is that it recognizes and speaks the SMB protocol developed by Microsoft for file and printer sharing on its own systems.
Basic Samba configuration is simple, but you'll want to make sure your security settings are just right and find out about the full range of options (how do you like your filenames mangled?).  Trouble-shooting, security, connectivity, performance, and logging are thoroughly covered with examples in this book.
Samba is so robust, flexible, and secure that many people are choosing it over Windows NT for their file and print services. Furthermore, Samba is proving to be a necessity for the many organizations that have an existing Unix or Linux system and want to tie in PCs running Microsoft software.  Samba is also open source software, licensed under the GNU General Public License.
The authors present the most common configurations and problems in an easy-to-follow manner, along with instructions for getting the most out of Samba. Whether you're playing on one note or a full three-octave range, this book will give you an efficient and secure server. The included CD-ROM holds sources and ready-to-install binaries, plus other useful information."
9780596510046.IP,Beautiful Code,9780596510046,80,"How do the experts solve difficult problems in software development? In this unique and insightful book, leading computer scientists offer case studies that reveal how they found unusual, carefully designed solutions to high-profile projects. You will be able to look over the shoulder of major coding and design experts to see problems through their eyes.<br />
<br />
This is not simply another design patterns book, or another software engineering treatise on the right and wrong way to do things. The authors think aloud as they work through their project's architecture, the tradeoffs made in its construction, and when it was important to break rules.
<br />
This book contains 33 chapters contributed by Brian Kernighan, Karl
Fogel, Jon Bentley, Tim Bray, Elliotte Rusty Harold, Michael Feathers,
Alberto Savoia, Charles Petzold, Douglas Crockford, Henry S. Warren,
Jr., Ashish Gulhati, Lincoln Stein, Jim Kent, Jack Dongarra and Piotr
Luszczek, Adam Kolawa, Greg Kroah-Hartman, Diomidis Spinellis, Andrew
Kuchling, Travis E. Oliphant, Ronald Mak, Rogerio Atem de Carvalho and
Rafael Monnerat, Bryan Cantrill, Jeff Dean and Sanjay Ghemawat, Simon
Peyton Jones, Kent Dybvig, William Otte and Douglas C. Schmidt, Andrew
Patzer, Andreas Zeller, Yukihiro Matsumoto, Arun Mehta, TV Raman,
Laura Wingerd and Christopher Seiwald, and Brian Hayes.
<br />
 <em>Beautiful Code</em> is an opportunity for master coders to tell their story. All author royalties will be donated to Amnesty International.<br />
<br />
"
9781565924260.IP,"Learning the vi Editor, 6E",9781565924260,81,"For many users, working in the Unix environment means using <i>vi</i>, a full-screen text editor available on most Unix systems. Even those who know <i>vi</i> often make use of only a small number of its features.
<i>Learning the vi Editor</i> is a complete guide to text editing with
<i>vi</i>. Topics new to the sixth edition  include multiscreen editing and coverage of four
<i>vi</i>clones:  <i>vim</i>, <i>elvis</i>, <i>nvi</i>, and <I>vile</i> and their enhancements to <i>vi</i>, such as multi-window editing, GUI interfaces, extended regular expressions, and enhancements for programmers. A new appendix describes <i>vi</i>'s place in the Unix and Internet cultures.
Quickly learn the basics of editing, cursor movement, and global search and replacement. Then take advantage of the more subtle power of <i>vi</i>. Extend your editing skills by learning to use <i>ex</i>, a powerful line editor, from within <i>vi</i>. For easy reference, the sixth edition also includes a command summary at the end of each appropriate chapter.
Topics covered include:
<ul><li>Basic editing</li>
<li>Moving around in a hurry
</li>
<li>Beyond the basics
</li>
<li>Greater power with <i>ex</i>
</li>
<li>Global search and replacement
</li>
<li>Customizing <i>vi</i> and <i>ex</i>
</li>
<li>Command shortcuts
</li>
<li>Introduction to the <i>vi</i> clones' extensions
</li>
<li>The <i>nvi</i>, <i>elvis</i>, <i>vim</i>, and <i>vile</i> editors 
</li>
<li>Quick reference to <i>vi</i> and <i>ex</i> commands
</li>
<li><i>vi</i> and the Internet</ul>"
9780596006600.IP,"Switching to the Mac: The Missing Manual, Tiger Edition",9780596006600,82,"It's little wonder that longtime Windows users are migrating in droves to the new Mac. They're fed up with the virus-prone Windows way of life, and they're lured by Apple's well-deserved reputation for producing great all-around computers that are reliable, user-friendly, well designed, and now--with the $500 Mac mini--extremely affordable, too.<br />
<br />
Whether you're drawn to the Mac's stability, its stunning digital media suite, or the fact that a whole computer can look and feel as slick as your iPod, you can quickly and easily become a Mac convert. But consider yourself warned: a Mac isn't just a Windows machine in a prettier box; it's a whole different animal and a whole new computing experience.<br />
<br />
If you're contemplating--or have already made--the switch from a Windows PC to a Mac, you need <i>Switching to the Mac: The Missing Manual, Tiger Edition</i>. This incomparable guide delivers what Apple doesn't: everything you need to know to successfully and painlessly move to a Mac. <br />
<br />
The latest reprint of this book has been updated to reflect the new generation of Mac models that run on Intel chips. There's even a new appendix that guides you through the installation of Windows XP on your Macintosh (using adapter software like Boot Camp or Parallels), so that you have the best of all worlds: a single, beautiful machine that can run 100 percent of the world's desktop software.<br />
<br />
Missing Manual series creator and bestselling author David Pogue teams up with 17-year-old whiz kid and founder of GoldfishSoft (www.goldfishsoft.com) Adam Goldstein to cover every aspect of switching to a Mac--things like transferring email, files, and addresses from a PC to a Mac; getting acquainted with the Mac's interface; adapting to Mac versions of familiar programs (including Microsoft Office); setting up a network to share files with PCs and Macs; and using the printers, scanners, and other peripherals you already own.<br />
<br />
Covering the latest in Mac OS X v.10.4 ""Tiger,"" <i>Switching to the Mac: The Missing Manual, Tiger Edition</i> explains the hundreds of innovative new features to the Mac OS and how you can understand and make the very most of each.<br />
<br />
Whether you're a novice or a power user, <i>Switching to the Mac: The Missing Manual, Tiger Edition</i>, teaches you how to smoothly and seamlessly replace (or supplement) your Windows machine--in a refreshingly funny and down-to-earth style--with a mighty Mac."
9780596522933.IP,Dreamweaver CS4: The Missing Manual,9780596522926,83,"When it comes to building professional websites, Dreamweaver CS4 is capable of doing more than any other web design program -- including previous versions of Dreamweaver. But the software's sophisticated features aren't simple. <em>Dreamweaver CS4: The Missing Manual</em> will help you master this program quickly, so you can bring stunning, interactive websites to life.<br />
<br />
Under the expert guidance of bestselling author and teacher David McFarland, you'll learn how to build professional-looking websites quickly and painlessly. McFarland has loaded the book with over 150 pages of hands-on tutorials to help you create database-enabled PHP pages, use Cascading Style Sheets (CSS) for cutting-edge design, add XML-based news feeds, include dynamic effects with JavaScript and AJAX, and more. This witty and objective book offers jargon-free language and clear descriptions that will help you:
<ul>
<li>Learn how to control the appearance of your web pages with CSS, from the basics to advanced techniques</li>
<li>Design dynamic database-driven websites, from blogs to product catalogs, and from shopping carts to newsletter signup forms</li>
<li>Add interactivity to your website with ready-to-use JavaScript programs from Adobe's Spry Framework</li>
<li>Effortlessly control the many helper files that power your website and manage thousands of pages</li> 
<li>Examine web-page components and Dreamweaver's capabilities with the book's ""live examples""</li>
</ul><p>
Perfect for beginners who need step-by-step guidance, and for longtime Dreamweaver designers who need a handy reference to the new version, this thoroughly updated edition of our bestselling Missing Manual is your complete guide to designing, organizing, building, and deploying websites. It's the ultimate atlas for Dreamweaver CS4."
0636920018049.IP,Make: Technology on Your Time Volume 27,9781449302467,84,"The Robots have returned! MAKE Volume 27 features a special package with robotics projects for every age and skill level. They play music; they outwit your pets; they learn from their mistakes! In addition, we'll show you how to build a special aquarium to keep jellyfish, create pre-Edison incandescent lighting, spy via the internet, and make a go-anywhere digital message board! All this and much, much more, in MAKE Volume 27.<br />
<br />
Some of the buildable bots you'll meet include:<br />
<br />
<ul>
<li>Yellow Drum Machine, which roves around looking for things to drum on, then drums, records, and accompanies itself playing catchy rhythms</li>
<li>Roomba Recon, Roomba robotic vacuum with a wireless router and webcam on its back, programmed so you can drive it around your house and see what it sees from a browser window anywhere</li>
<li>The winning project from MAKE's Most Entertaining Robot contest</li>
<li>Tiny Robots made from common electronics components.</li>
</ul>
<p>
The special Robots section will also include a roundup of hobby robotics highlights, and a Primer on using the EZ-Robot controller board to turn any animatronic toy into a fully controllable robot that recognizes faces and responds to voice commands."
9780596527334.IP,"CSS: The Definitive Guide, 3E",9780596527334,85,"<p><em>CSS: The Definitive Guide, 3rd Edition</em>, provides you with a
comprehensive guide to CSS implementation, along with a thorough
review of all aspects of CSS 2.1. Updated to cover Internet Explorer
7, Microsoft's vastly improved browser, this new edition includes
content on positioning, lists and generated content, table layout,
user interface, paged media, and more.</p><br />
<br />
<p>Simply put, Cascading Style Sheets (CSS) is a way to separate a
document's structure from its presentation. The benefits of this can
be quite profound: CSS allows a much richer document appearance than
HTML and also saves time -- you can create or change the appearance of
an entire document in just one place; and its compact file size makes
web pages load quickly.</p><br />
<br />
<p><em>CSS: The Definitive Guide, 3rd Edition</em>, provides you with a
comprehensive guide to CSS implementation, along with a thorough
review of all aspects of CSS 2.1. Updated to cover Internet Explorer
7, Microsoft's vastly improved browser, this new edition includes
content on positioning, lists and generated content, table layout,
user interface, paged media, and more. Author Eric Meyer tackles the
subject with passion, exploring in detail each individual CSS property
and how it interacts with other properties. You'll not only learn how
to avoid common mistakes in interpretation, you also will benefit from
the depth and breadth of his experience and his clear and honest
style. This is the complete sourcebook on CSS.</p><br />
<br />
<p>The 3rd edition contains:</p><br />
<br />
<ul><br />
<br />
<li>Updates to reflect changes in the latest draft version of CSS 2.1</li>
<li>Browser notes updated to reflect changes between IE6 and IE7</li>
<li>Advanced selectors supported in IE7 and other major browsers included</li>
<li>A new round of technical edits by a fresh set of editors</li>
<li>Clarifications and corrected errata, including updated URLs of
referenced online resources</li><br />
<br />
</ul>"
9780596005436.IP,"Web Database Applications with PHP and MySQL, 2E",9780596005436,86,"There are many reasons for serving up dynamic content from a web site: to offer an online shopping site, create customized information pages for users, or just manage a large volume of content through a database. Anyone with a modest knowledge of HTML and web site management can learn to create dynamic content through the PHP programming language and the MySQL database. This book gives you the background and tools to do the job safely and reliably.
<i>Web Database Applications with PHP and MySQL</i>, Second Edition thoroughly reflects the needs of real-world applications.  It goes into detail on such practical issues as validating input (do you know what a proper credit card number looks like?), logging in users, and using templates
to give your dynamic web pages a standard look.
But this book goes even further. It shows how JavaScript and PHP can be used in tandem to make a user's experience faster and more pleasant. It shows the correct way to handle errors in user input so that a site looks professional. It introduces the vast collection of powerful tools available in the PEAR repository and shows how to use some of the most popular tools.
Even while it serves as an introduction to new programmers, the book does not omit critical tasks that web sites require. For instance, every site that allows updates must handle the possibility of multiple users accessing data at the same time. This book explains how to solve the problem in detail with locking.
Through a sophisticated sample application--Hugh and Dave's Wine Store--all the important techniques of dynamic content are introduced. Good design is emphasized, such as dividing logic from presentation. The book introduces PHP 5 and MySQL 4.1 features, while providing techniques that can be used on older versions of the software that are still in widespread use.
This new edition has been redesigned around the rich offerings of PEAR. Several of these, including the Template package and the database-independent query API, are fully integrated into examples and thoroughly described in the text. Topics include:<ul>
<li>Installation and configuration of Apache, MySQL, and PHP on Unix&reg;, Windows&reg;, and Mac OS&reg; X systems</li>
<li>Introductions to PHP, SQL, and MySQL administration</li>
<li>Session management, including the use of a custom database for improved efficiency</li>
<li>User input validation, security, and authentication</li>
<li>The PEAR repository, plus details on the use of PEAR DB and Template classes</li>
<li>Production of PDF reports</li>
</ul>"
9780596000462.IP,Learning XML,9780596000462,87,"The arrival of support for XML--the Extensible Markup Language--in browsers and authoring tools has followed a long period of intense hype. Major databases, authoring tools (including Microsoft's Office 2000), and browsers are committed to XML support. Many content creators and programmers for the Web and other media are left wondering, ""What can XML and its associated standards really do for me?"" Getting the most from XML requires being able to tag and transform XML documents so they can be processed by web browsers, databases, mobile phones, printers, XML processors, voice response systems, and LDAP directories, just to name a few targets.
In <i>Learning XML,</i> the author explains XML and its capabilities succinctly and professionally, with references to real-life projects and other cogent examples. <i>Learning XML</i> shows the purpose of XML markup itself, the CSS and XSL styling languages, and the XLink and XPointer specifications for creating rich link structures.
The basic advantages of XML over HTML are that XML lets a web designer define tags that are meaningful for the particular documents or database output to be used, and that it enforces an unambiguous structure that supports error-checking. XML supports enhanced styling and linking standards (allowing, for instance, simultaneous linking to the same document in multiple languages) and a range of new applications.
For writers producing XML documents, this book demystifies files and the process of creating them with the appropriate structure and format. Designers will learn what parts of XML are most helpful to their team and will get started on creating Document Type Definitions. For programmers, the book makes syntax and structures clear  It also discusses the stylesheets needed for viewing documents in the next generation of browsers, databases, and other devices."
9780596526870.IP,CSS: The Missing Manual,9780596526870,88,"Web site design has grown up. Unlike the old days, when designers cobbled together
    chunky HTML, bandwidth-hogging graphics, and a prayer to make their sites look good,
    Cascading Style Sheets (CSS) now lets your inner designer come out and play. But CSS
    isn't just a tool to pretty up your site; it's a reliable method for handling all
    kinds of presentation--from fonts and colors to page layout. <i>CSS: The Missing
    Manual</i> clearly explains this powerful design language and how you can use it to
    build sparklingly new Web sites or refurbish old sites that are ready for an upgrade.<br />
<br />
<p>Like their counterparts in print page-layout programs, style sheets allow
    designers to apply typographic styles, graphic enhancements, and precise layout
    instructions to elements on a Web page. Unfortunately, due to CSS's complexity and
    the many challenges of building pages that work in all Web browsers, most Web authors
    treat CSS as a kind of window-dressing to spruce up the appearance of their sites.
    Integrating CSS with a site's underlying HTML is hard work, and often frustratingly
    complicated. As a result many of the most powerful features of CSS are left untapped.
    With this book, beginners and Web-building veterans alike can learn how to navigate
    the ins-and-outs of CSS and take complete control over their Web pages'
    appearance.</p><br />
<br />
<p>Author David McFarland (the bestselling author of O'Reilly's <i>Dreamweaver: The
    Missing Manual</i>) combines crystal-clear explanations, real-world examples, a dash
    of humor, and dozens of step-by-step tutorials to show you ways to design sites with
    CSS that work consistently across browsers. You'll learn how to:</p><br />
<br />
<ul>
      <li>Create HTML that's simpler, uses less code, is search-engine friendly, and
      works well with CSS</li><br />
<br />
<li>Style text by changing fonts, colors, font sizes, and adding borders</li><br />
<br />
<li>Turn simple HTML links into complex and attractive navigation bars-complete
      with CSS-only rollover effects that add interactivity to your Web pages</li><br />
<br />
<li>Style images to create effective photo galleries and special effects like
      CSS-based drop shadows</li><br />
<br />
<li>Make HTML forms look great without a lot of messy HTML</li><br />
<br />
<li>Overcome the most hair-pulling browser bugs so your Web pages work consistently
      from browser to browser</li><br />
<br />
<li>Create complex layouts using CSS, including multi-column designs that don't
      require using old techniques like HTML tables</li><br />
<br />
<li>Style Web pages for printing</li>
    </ul><br />
<br />
<p>Unlike competing books, this Missing Manual doesn't assume that everyone in the
    world only surfs the Web with Microsoft's Internet Explorer; our book provides
    support for all major Web browsers and is one of the first books to thoroughly
    document the newly expanded CSS support in IE7, currently in beta release.</p><br />
<br />
<p>Want to learn how to turn humdrum Web sites into destinations that will capture
    viewers and keep them longer? Pick up <i>CSS: The Missing Manual</i> and learn the
    real magic of this tool.</p>"
0636920014577.IP,Make: Technology on Your Time Volume 26,9781449397593,89,"MAKE Volume 26: Karts & Wheels
Garage go-kart building is a time-honored hobby for do-it-yourselfers, and we'll show you how to build wheeled wonders that'll have you and the kids racing around the neighborhood in DIY style. Build a longboard skateboard by bending plywood. Build a crazy go-kart driven by a pair of battery-powered drills. Put a mini gasoline engine on a bicycle. And construct an amazing wind-powered cart that can outrun a tailwind. Plus you'll learn how to build the winning vehicle from our online Karts and Wheels contest!<br />
<br />
In addition to karts, you'll find plenty of other projects that only MAKE could give you:<br />
<br />
<ul><li>A flaming tube that keeps time to music and makes sounds waves visible in fire</li>
<li>An aquarium tank to grow your own Spirulina algae superfood</li>
<li>An electronic music looper that creates cool sounds and lets you build wild rhythm loops</li></ul>"
9780596101053.IP,"Learning Perl, 4E",9780596101053,90,"<i>Learning Perl</i>, better known as ""the Llama book"", starts the programmer on the way to mastery. Written by three prominent members of the Perl community who each have several years of experience teaching Perl around the world, this edition has been updated to account for all the recent changes to the language up to Perl 5.8.
Perl is the language for people who want to get work done. It started as a tool for Unix system administrators who needed something powerful for small tasks. Since then, Perl has blossomed into a full-featured programming language used for web programming, database manipulation, XML processing, and system administration--on practically all platforms--while remaining the favorite tool for the small daily tasks it was designed for.  You might start using Perl because you need it, but you'll continue to use it because you love it.
Informed by their years of success at teaching Perl as consultants, the authors have re-engineered the Llama to better match the pace and scope appropriate for readers getting started with Perl, while retaining the detailed discussion, thorough examples, and eclectic wit for which the Llama is famous.
The book includes new exercises and solutions so you can practice what you've learned while it's still fresh in your mind.  Here are just some of the topics covered:
<ul><li>Perl variable types
</li><li>subroutines
</li><li>file operations
</li><li>regular expressions
</li><li>text processing
</li><li>strings and sorting
</li><li>process management
</li><li>using third party modules</li></ul>
If you ask Perl programmers today what book they relied on most when they were learning Perl, you'll find that an overwhelming majority will point to the Llama. With good reason. Other books may teach you to program in Perl, but this book will turn you into a Perl programmer."
9780596514822.IP,Head First C#,9780596514822,91,"Do you want to learn C#? Programmers around the world have learned that C# lets them design great-looking programs and build them fast. With C#, you     ve got a powerful programming language and a valuable tool at your fingertips. And with the Visual Studio IDE, you     ll never have to spend hours writing obscure code just to get a button working. C#, Visual Studio and .NET take care of the grunt-work, and let you focus on the interesting parts of getting your programs written. Sound appealing?<br />
<br />
Unlike other C# books, which just show you examples and expect you to just memorize them and move on, <em>Head First C#</em> gets you writing code from the beginning. You're given the tools you need, and then you're guided through fun and engaging programming projects. You'll build programs to play a card game, explore a house, and help lazy programmers manage their sick day excuses. But it's not all fun and games: you'll build business applications too, like a contact database and a program to help a party planner estimate her dinner parties. You'll build a dungeon role-playing game and a fully animated, colorful simulation of a beehive. And by the end of the book, you'll build a fast-paced, full-featured retro Invaders arcade game.<br />
<br />
Make no mistake: by the time you're done with <em>Head First C#</em>, you'll be able to build full-scale, complex, and highly visual programs. And you'll have all of the C# tools you need to tackle almost any programming problem that comes your way.<br />
<br />
<em>Head First C#</em> is built for your brain, using the revolutionary approach that was pioneered by the highly acclaimed and popular Head First series. You'll never get that bored, ""eyes glazed over"" feeling from <em>Head First C#</em>, because it guides you through one challenging project after another until, by the end of the book, you're a C# rock star!<br />
<br />
Here's what you'll learn:
<ul>
<li>Core C# programming concepts</li>
<li>How to use the Visual Studio 2008 IDE to build, debug and run your programs</li>
<li><b>Important .NET 3.5 features</b>, including generic collections, Windows forms, GDI+ graphics, streams, serialization and more</li>
<li>Using object oriented programming concepts to help you build well-designed programs</li>
<li>How to build robust applications with good error handling</li>
<li><b>The latest C# 3.0 features</b>, including LINQ, object and collection initializers, automatic properties, extension methods and more</li>
</ul><br />
<br />
Throughout the book, you'll confront and conquer advanced C# concepts. Some of the most mysterious ideas are demystified and explained with clear examples: how Unicode works, events and delegates, references versus value types, the stack versus the heap, what's really going on with garbage collection, and more.<br />
<br />
Thousands of readers have learned C# using this innovative book, including:
<ul>
<li>Beginning programmers who want to learn programming from the ground up</li>
<li>More advanced programmers who are proficient in another language (like Visual Basic, Java, SQL, FoxPro) and want to add C# to their toolbox</li>
<li>Programmers who understand basic C# syntax, but are still looking to get a handle on how objects work</li>
<li>Anyone who's tried to learn C#, but had to deal with books full of dull examples and nothing but boring console applications</li>
<li>Lots of people who just want to learn how to build cool games!</li>
</ul><br />
<br />
Head First C# is built to work with any version of Visual Studio 2008, including the free express edition. (It can also can be used with any version of Visual Studio 2005.)"
9780596000110.IP,"SSH, The Secure Shell: The Definitive Guide",9780596000110,92,"Secure your computer network with SSH!  With transparent, strong encryption, reliable public-key authentication, and a highly configurable client/server architecture, SSH (Secure Shell) is a popular, robust, TCP/IP-based solution to many network security and privacy concerns.  It supports secure remote logins, secure file transfer between computers, and a unique ""tunneling"" capability that adds encryption to otherwise insecure network applications.  Best of all, SSH is free, with feature-filled commercial versions available as well.
<I>SSH: The Secure Shell: The Definitive Guide</I> covers the Secure Shell  in detail for both system administrators and end users.  It demystifies  the SSH man pages and includes thorough coverage of:
<ul><li> SSH1, SSH2, OpenSSH, and F-Secure SSH for Unix, plus  Windows and Macintosh products: the basics, the internals, and  complex applications.
<LI> Configuring SSH servers and clients, both system-wide and per user, with recommended settings to maximize security.
<LI> Advanced key management using agents, agent forwarding, and forced commands.
<LI> Forwarding (tunneling) of TCP and X11 applications in depth, even in the presence of firewalls and network address translation (NAT).
<LI> Undocumented behaviors of popular SSH implementations.
<LI> Installing and maintaining SSH systems. 
</ul>
Whether you're communicating on a small LAN or across the Internet, SSH can ship your data from ""here"" to ""there"" efficiently and securely.  So throw away those insecure .rhosts and hosts.equiv files, move up to SSH, and make your network a safe place to live and work."
9780596006990.IP,"Programming C#, 4E",9780596006990,93,"The programming language C# was built with the future of application development in mind.  Pursuing that vision, C#'s designers succeeded in creating a safe, simple, component-based, high-performance language that works effectively with Microsoft's .NET Framework.  Now the favored language among those programming for the Microsoft platform, C# continues to grow in popularity as more developers discover its strength and flexibility.  And, from the start, C# developers have relied on Programming C# both as an introduction to the language and a means of further building their skills. <br />
<br />
The fourth edition of <i>Programming C#</i>--the top-selling C# book on the market--has been updated to the C# ISO standard as well as changes to Microsoft's implementation of the language.  It also provides notes and warnings on C# 1.1 and C# 2.0.<br />
<br />
Aimed at experienced programmers and web developers, <i>Programming C#</i>, 4th Edition, doesn't waste too much time on the basics.  Rather, it focuses on the features and programming patterns unique to the C# language.  New C# 2005 features covered in-depth include:
<ul><li>Visual Studio 2005
</li><li>Generics
</li><li>Collection interfaces and iterators
</li><li>Anonymous methods
</li><li>New ADO.NET data controls
</li><li>Fundamentals of Object-Oriented Programming</li></ul>
Author Jesse Liberty, an acclaimed web programming expert and entrepreneur, teaches C# in a way that experienced programmers will appreciate by grounding its applications firmly in the context of Microsoft's .NET platform and the development of desktop and Internet applications.  <br />
<br />
Liberty also incorporates reader suggestions from previous editions to help create the most consumer-friendly guide possible."
9781565926103.IP,Programming PHP,9781565926103,94,"PHP is a simple yet powerful open-source scripting language for creating dynamic web
    content. The millions of web sites powered by PHP are testament to its popularity and
    ease of use. PHP is used by both programmers, who appreciate its flexibility and
    speed, and web designers, who value its accessibility and convenience. <i>Programming
    PHP</i> is an authoritative guide to PHP 4 and is filled with the unique knowledge of
    the creator of PHP, Rasmus Lerdorf. This book explains PHP language syntax and
    programming techniques in a clear and concise manner, with numerous examples that
    illustrate both correct usage and common idioms. The book also includes style tips
    and practical programming advice that will help you become not just a PHP programmer,
    but a good PHP programmer. <i>Programming PHP</i> covers everything you need to know
    to create effective web applications with PHP. Contents include: 
    <ul>
      <li>Detailed information on the basics of the PHP language, including
      data types, variables, operators, and flow control statements</li>
      <li>Separate chapters on the fundamental topics of functions, strings,
      arrays, and objects</li>
      <li"">Coverage of common PHP web application techniques, such as form
      processing and validation, session tracking, and cookies</li>
      <li>Material on interacting with relational databases, such as MySQL
      and Oracle, using the database-independent PEAR DB library</li>
      <li>Chapters on generating dynamic images, creating PDF files, and
      parsing XML files with PHP</li>
      <li>Advanced topics, like creating secure script, error handling,
      performance tuning, and writing your own C language extensions to PHP</li>
      <li>A handy quick reference to all the core functions in PHP and all
      the standard extensions that ship with PHP</li>
    </ul>"
9780596002893.IP,"Mastering Regular Expressions, 2E",9780596002893,95,"Regular expressions are an extremely powerful tool for manipulating text and data.
    They have spread like wildfire in recent years, now offered as standard features in
    Perl, Java, VB.NET and C# (and any language using the .NET Framework), PHP, Python,
    Ruby, Tcl, MySQL, <em>awk</em>, Emacs, and many other popular tools and languages. If
    you don't use regular expressions yet, you will discover in this book a whole new
    world of mastery over your data. If you already use them, you'll appreciate this
    book's unprecedented detail and breadth of coverage. If you think you know all you
    need to know about regular expressions, this book is a stunning eye-opener. In spite
    their wide availability, flexibility, and unparalleled power, regular expressions are
    frequently underutilized. Regular expressions allow you to code complex and subtle
    text processing that you never imagined could be automated. Regular expressions can
    save you time and aggravation. They can be used to craft elegant solutions to a wide
    range of problems. A command of regular expressions is an invaluable skill. Yet what
    is power in the hands of an expert can be fraught with peril for the unwary.
<p>
    <i>Mastering Regular Expressions</i> will help you navigate the minefield to becoming
    an expert. Once you've mastered regular expressions, they'll become an invaluable
    part of your toolkit. You will wonder how you ever got by without them. <i>Mastering
    Regular Expressions</i>, Second Edition has been thoroughly updated to include all
    the new features of Perl 5.8, as well as several other languages, including Java,
    VB.NET, C#, Python, JavaScript, Tcl, and Ruby. Written in the lucid, entertaining
    tone that made a complex, dry topic crystal-clear to thousands of programmers, and
    sprinkled with solutions to complex real-world problems, <i>Mastering Regular
    Expressions</i> offers a wealth information that you can put to immediate use. Topics
    include: </p>
    <ul>
      <li>A comparison of features among different versions of many languages
      and tools</li>
      <li>How the regular expression engine works</li>
      <li>Optimization (major savings available here!)</li>
      <li>Matching just what you want, but not what you don't want</li>
      <li>Sections and chapters on individual languages</li>
    </ul>"
9780596001971.IP,"Java and XML, 2E",9780596001971,96,"While the XML ""buzz"" still dominates talk among Internet developers, the critical need is for information that cuts through the hype and lets Java programmers put XML to work. <i>Java & XML</i> shows how to use the APIs, tools, and tricks of XML to build real-world applications, with the end result that both the data and the code are portable.
This second edition of <i>Java & XML </i>adds chapters on Advanced SAX and Advanced DOM, new chapters on SOAP and data binding, and new examples throughout. A concise chapter on XML basics introduces concepts, and the rest of the book focuses on using XML from your Java applications. Java developers who need to work with XML, or think that they will in the future--as well as developers involved in the new  peer-to-peer movement, messaging, or web services--will find the new <i>Java & XML</i> a constant companion.
This book covers:
<ul>
<li type=""disc"">The basics of XML, including DTDs, namespaces, XML Schema, XPath, and XSL</li>
<li type=""disc"">The SAX API, including all handlers, the SAX 2 extensions, filters, and writers</li>
<li type=""disc"">The DOM API, including DOM Level 2, Level 3, and the Traversal, Range, CSS, Events, and HTML modules.
<li type=""disc"">The JDOM API, including the core, a look at XPath support, and JDOM as a JSR</li>
<li type=""disc"">Using web publishing frameworks like Apache Cocoon</li>
<li type=""disc"">Developing applications with XML-RPC</li>
<li type=""disc"">Using SOAP and UDDI for web services</li>
<li type=""disc"">Data Binding, using both DTDs and XML Schema for constraints</li>
<li type=""disc"">Building business-to-business applications with XML</li>
<li type=""disc"">Building information channels with RSS and dynamic content with XSP</li>
</ul>
Includes a quick reference on SAX 2.0, DOM Level 2, and JDOM."
